id,comment,topic,article_title,article_url,score
19199260,"3 سنوات بزاااااف ، راهم غير دراري صغار..
كانو يديرو ليهم الاصلاحية ولا غرامة..
الذنوب على واليديهم ..",مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,-7
19199261,مزيد من الصرامة لان الوضع اصبح كارثي خاصة حين نرى مجموعة من القاصرين تطارد بالحجارة شيخا او امراة مسنة في الشارع العام لقد رايت هذا بام عيني,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,12
19199262,كان يجيب يعطوهم الحبس في الابتدائيه وينشر الخبر حتى يعلم الجميع أن مثل هكدا سلوكيات يعاقب عليها القانون والكل يعلم أن التطاول على حرمة الناس فيه معاقبة شديدة ، خاصه ونحن مقبلين على تنظيم تظاهرات رياضية كبيرة ، وبعد دلك نخفف الحكم كليا حتى لا نصنع من هؤلاء مجرمين,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,4
19199264,"إذا إرتأت الدولة أن تفتح معسكرات التجنيد  في الصحراء المغربية وإعادة تربية ودراسة القاصرين ببرنامج شبه عسكري صارم  يتم قضاء مدة المحكومية فيه بتأهيل معني مستحق  وبخروج يفتح آفاق الشغل في المجال العسكري أو المدني لإدماج او اعادة ادماج الخريجين إيجابيا بشكل مضمون في المجتمع….
أما السجون المغربية فأكيد سيتعرضون الإستغلال الجنسي  وتدمير القدرات النفسية والعقلية  والسقوط في عالم العصابات المنظمة بجميع توكهاتها وبالتالي نقوم بتأهيل مجرمين المستقبليين منذ الضغر…",مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,10
19199265,هذه السلوكات المشينة مردها إلى سوء التربية داخل الأسرة وحذف المناهج التعليمية التي تدعو إلى الأخلاق الفاضلة واحترام الآخر.,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,6
19199268,"التربية الحسنة منذ الصغر وغرس السلوكات الابجابية في الناشئة هو السبيل إلى الاستقامة  أما السجن فيتخرج منه أبطال منحرفون في بعض الأحيان.
( ولد وطلق للزنقة!!!)",مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,7
19199269,"هذا الحكم في محله و هو صادر عن القضاء، المسؤول على الحفاض على النظام العام.هذا لا نقاش فيه.
و في نظري،و حتى تكون هته الواقعة درسا و عبرة ،يجب القيام بحملة وطنية لنشرها و إبراز العقوبة الصادرة في حق المراقين الأربعة، ليعلم الجميع أن التحرش بالنساء في الشارع العام ليس لهوا او لعبا،بل هي جريمة يعاقب عليها القانون .",مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,6
19199273,"انتم قدمتم هؤلاءالاطفال هدية للمجرمين  ليغتصبوهم في السجن
اتفق معكم انهم ارتكبو مخالفة
ولكن لا يصل الحكم الى سجنهم بال الى اصلاحهم
ادخلوهم الاصلاحية اولا",مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,-2
19199276,"الحبس ما عمرو كان حل و انما يكرس الوضع.
التربية. الأخلاق. الرجوع الى تعليم القرٱن. اسس التعليم على المبادئ و الثوابت",مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,0
19199282,يجب محاربة العقلية التي عند بعض القاصرين بأن التحرش الجنسي في الشارع العام مجرد لعب و لهو و هل أصبحت الفتاة  دمية?,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,4
19199288,التربية السلوكية لكل شخص .لابد أن تصير بندا قانونيا في البلاد.ليتقيد بها كل مواطن.قاصرا او رشيدا.التهور والتسيب ليس من سمات الحداثة.لنواكب عصر التطور لابد لنا من الإنضباط.(نرى دائما شاب او اوطفل يشتري حلوا ويرمي بالعلبة في الشارع اوامام الممرات.غير آبه بأن نظافت بلده في صالحه.إدا لم تتكاتف الجهود….لوضع تربية صحيحة ملزمة لكل المواطنين.سنجد أنفسنا متخلفين أخلاقيات.وصحيا.وصناعيا.,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,2
19199290,"انا كقاض سابق احمل كامل المسؤولية
عما وقع فيه القضاء المغربي من تعثرات للسيد وهبي وزير العدل
الاطفال والاحداث مكانهم في الاصلاحيات ان هم  ارتكبو مخالفات جنحية  وليس السجن
السجن لا يعطي الا مجرمين متمكنين
يجب استءناف الحكم فورا .",مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,3
19199292,هناك من اغتصب أطفال مغاربة وتم السماح له بمغادرة البلاد وهنا حالة تحرش فقط والفاعل أطفال قاصرين والتي تحرشوا بها كانت شبه عارية والعقوبة أربع سنوات.. غريب,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,0
19199294,من العار أنه لا توجد مراكز للقاصرين ورؤية الوضع الأسري والاجتماعي لهؤلاء القاصرين، على الأقل سوف يقلدون ثقافة الغرب، حسنا ، عليهم أن يعاملوهم كقصر ، سجن القاصرين ليس هو الحل في مثل هذه الحالات ، نقص التعليم والتعليم  في المنزل وفي الشارع والصحبة السيئة ، والفقر ، والنفسية ، وما إلى ذلك ، عليك أن تعاملهم بشكل أفضل من كبار السن ، وهذه هي أسباب هذه الأفعال   ، وإلا فسوف يغادرون السجن أكثر وحشية وانتقامية,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,0
