id,comment,topic,article_title,article_url,score
19199698,اليهودي المغربي الذي أعترف بتمغربيات ديالو هو الذي يعيش بالمغرب أو في أي دولة من العالم ما عدا من ذهب ليحتل أرض فلسطين ويقتل ويشرد أهلها، أما من يعيش في المغرب ويؤيد مجازر الصهاينة بأرض فلسطين وقلبه مع مجرمي الحروب الصهاينة يهوديا كان أو من أصول مسلمة فلا مكان له في المغرب ولا يشرف أن يكون مغربيا,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,126
19199701,"القرار اصدرته محكمة دولية و لم تصدره هيئة سياسية ..
صدر اعتمادا على معطيات و وثائق و أحداث موثقة. لا يجب على اليهود المغاربة الانجرار في الدفاع عن نتنياهو .. و ليعلموا ان عاهل البلاد لم يستسغ ابدا نتانياهو و رفض كل طلباته للقاء جلالة الملك .. فموقف المغرب و المغاربة واضح. نتانياهو يدفع المنطقة بكملها نحو الجحيم بما فيها اسرائيل و اليهود عبر العالم لم يشعرو بكل هذا الرفض و الخوف  منذ الحرب العالمية  الا بسببه و في عهده..  آن اوان ان يأخد عقابه.",سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,66
19199702,كل من يدعم نتانياهو يجب معاملته كداعم للإرهاب. لا مرحبا بكم,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,90
19199703,حسب معلوماتي المتواضعة اليهود جاؤ للمغرب هربا من بطش الاسبان بعد سقوط الاندلس و استضافهم المغاربة و حموهم لأننا لا نرضا بالضلم و  ادن هم مجرد ضيوف وليسو بمغاربة و كانو مستضعفين فهم أولى ان يساندو الفلسطنين لأننا نرى ما يفعله بهم الصهاينة كل يوم . ولكن دابا فهمنا أنهم نسو فضل المسلمين الدين حموهم و ساضافوهم في الأندلس و المغرب فعلا اتقي شر من احسنت إليه.حقدكم ضهر و نفاقكم فضح .,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,61
19199704,يجب اسقاط الجنسية المغربية على أي مغربي كيف ما كانت ديانته يساند المجازر ال ص ه يونية .. و حبذا نبداو بدوك أشباه الصحفيين لي مشاو زارو الكيان هادي أسابيع قليلة..,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,70
19199705,لا يشرفني ان يقال عن هؤلاء مغاربة، المغرب بريء منكم,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,70
19199707,ليس هناك يهود مغاربة يوجد مغاربة فقط لا تساومونا بمعاداة السامية كل خلق الله سامي ؛ كل من يساند النتن ياهو هو عدو الشعب المغربي.,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,59
19199708,كل ما اعرفه عن اليهود المغاربة انهم يعرفون معنى الانسانية لان الاصول المغربية هي هكذا. لكن الراي تغير اصبحتم تؤيدون هدا المجرم القاتل كونوا على يقين ان رب موسى لن يغفر له ولن يغفر لمؤيديه.,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,39
19199709,"C’est scandaleux que des juifs d’origine marocaine pensent de cette manière et prétendent que la CPI est animée par de l’antisémitisme. Eux qui savent très bien qu’au Maroc il n’y a pas d’antisémitisme ni de l’état, de la part du peuple, mais dès qu’un Marocain ose critiquer la politique barbare de l’état Israélien envers les Palestiniens, ils sortent aussitôt le laser anesthésiant de l’antisémitisme. Tout comme les autres Israéliens. En fait, je me demande ce qui leur reste de leur marocanité",سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,22
19199714,مغاربة على الورق فقط صدق الله العظيم إذ قال لن ترضى عنك اليهود و لا النصارى حتى تتبع ملتهم,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,34
19199717,من أنتم ؟ اليهود المغاربة براء منكم لنا أجداد يهود مغاربة كانو كرماء ويحبون الخير للمسلمين في تعايش تام تحت راية واحدة وأرض واحدة يسودها الأمن والأمان ، أما أنتم من تدعون أنكم يهود مغاربة وتسكنون في أرض منهوبة فأنتم سارقون قاتلين دجالون ، أقمتم فوق أرض لسيت لكم و لن تكون لكم أنتم مثلكم مثل ذلك المجرم النتن الذي قتل مئات الآلاف من الأبرياء العزل من أطفال و رضع ونساء ودمروا البيوت و المساجد وجوعوا و عطشوا ولم يتركوا أي أثر للحياة فقط من أجل أن تعيش أنت في أمن و أمان بالله عليكم ما هذه السادية ، بل حتى الألمان لم يفعلوها حتى ابشع المجازر عبر التاريخ لم تعرف ما فعله هذا الكيان المارق ، أنتم إلى زوال ، فالتاريخ لا يرحم ارجع للوراء وشاهد سيرت من أقاموا دولهم على الإحتلال وستحد الجواب …,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,24
19199720,إن لم تستحيُوا ، فقُولوا  ما شئتم… إن لَم تُحرِّك هذه المجازر و الإبادة  الجماعية للفلسطينيين العُزّل فيكم  ذرة من الإنسانية ،  فلا يُشرِّفنا  أن تنتسبوا  للمغاربة….,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,23
19199722,"يجب ان نعرف منهم حتى نضعهم أمام القضاء
لأنه لا يمكن ان يكون بيننا مجرمون يشجعون على الإجرام",سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,21
19199726,هذه هي أافكار اسرائيل الرسمية ربما هناك يهود اخرين لهم راي اخر,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,16
19199733,"الذين هاجرو للأراضي المحتلة لا علاقة لهم بالمغرب لو كانو يهود مغاربة لبقو في المغرب لكنهم تملصو من مغربيتهم واختارو الانضام الى دولة على أنقاض دولة قائمة بالفعل .. دولة مجرمة إرهابية
لا نعترف بشيء إسمه يهود مغاربة في الاراضي المحتلة هناك فقط صهاينة ومجرمون وقتلة رفقة عائلاتهم ..",سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,21
19199735,لا علاقة لكم بالمغرب..لو كنتم حقا مغاربة لصفقتم لإعدا. مه,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,18
19199736,أين هم جماعات لمغاربة اليهود عزيز عليهم المغرب!؟,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,17
19199739,سقط القناع وظهر توجههم الداعم للمجرم قاتل الاطفال,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,21
19199746,كل يهودي يساند الصهيونية فله ولاء لقوى خارجية كحال الشيعي الذي له ولاء للفقيه بايران والنصراني لبابا الفاتيكان و هو كذلك ليس ببعيد عن الجماعات الإرهابية التي تنفذ تعليمات امرائها .. كلهم في الواقع ليس لهم حس وطني حقيقي اجسادهم في المغرب لكن عقولهم في اسرلئيل او افغانستان ايران ..,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,13
19199748,كل مغربي يدعم الإرهاب ولا يمتثل للقانون الدولي واجب على الدولة المغربية محاكمته محاكمة عادلة و إنزال أشد العقوبات في حقه … اتمنى ان تتحرك النيابة العامة لتعقب و مساءلة داعمي القتل والحرب والإرهاب,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,18
19199750,هؤلاء يجب نزع الجنسية المغربية منهم لانهم مشاركون في الابادة الجماعية التي تحدث في غزة العزة.,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,16
19199752,"كاد أن يصرح بأن نتنياهو يستحق جائزة نوبل للسلام.
ربما نسي أن يقولها.",سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,17
19199756,"اليهود من أصل مغربي الذين تصهينوا  و سرقوا ارض الفلسطينيين و يدافعون عن مجرم الحرب نتنياهو ليسوا بمغاربة و يجب إسقاط الجنسية المغربية عنهم.
و العجيب هو أننا لا نسمع صوت اليهود المغاربة المعتدلين الغير المتصهينين!!! أليس فيكم رجل حكيم؟؟؟؟",سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,16
19199759,اليهودي المغربي الحقيقي هو الذي يعيش في المغرب أو أي دولة غير اسرائيل ولا يدعمها غير ذلك اسمهم صهاينة.,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,15
19199768,لا مرحبا لكم في ارض الشرفاء يجب مقاطعتهم لابيع ولاشراء معهم ولاحديث معهم,سياسة,يهود من أصول مغربية يدينون قرار المحكمة الجنائية الدولية ضد نتنياهو,https://www.hespress.com/%d9%8a%d9%87%d9%88%d8%af-%d9%85%d9%86-%d8%a3%d8%b5%d9%88%d9%84-%d9%85%d8%ba%d8%b1%d8%a8%d9%8a%d8%a9-%d9%8a%d8%af%d9%8a%d9%86%d9%88%d9%86-%d9%82%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%83%d9%85-1469488.html,11
